Word,Processed Result
নয়নসুখ,nɔʲonʃukʰ
আলোকলতা,aloklɔt̪a
ঝরঝরে,ɟʰɔrɟʰɔre
পার্শ্বচর,parʃocɔr
বারণীয়,baroniʲo
তালপাতা,t̪alpat̪a
পাত্যমান,pat̪t̪oman
প্রাগুক্ত,pragukt̪o
নাছোড়,nacʰoɽ
ঘৃতাহুতি,gʰrit̪ahut̪i
সংশ্লেষ,ʃɔŋsleʃ
মুুুুক্তিপত্র,muukt̪ipɔt̪ro
গো-গর্দভ,go-gɔrd̪obʰ
কুমড়া,kumɽa
প্রলয়দ,prolɔʲd̪
ভঙ্গ্যান,bʰoŋgæn
ভবসমুদ্র,bʰɔboʃomud̪ro
জনভূয়িষ্ঠ,ɟɔnobʰuɟoriʃtʰo
সূক্ষ্মদর্শিনী,ʃukkʰod̪orʃini
অনৈসর্গিক,ɔnoi̯ʃɔrgik
মহাযশা,mɔhaɟʃa
দলকানো,d̪ɔlkano
বাইচ,bai̯c
-তেম,-t̪em
অস্বামিক,ɔʃʃamik
দরুন,d̪orun
থুথু,t̪ʰut̪ʰu
কঙ্ক,kɔŋko
ওকুল,okul
সংস্কৃতি,ʃɔŋskrit̪i
মুুজাহিদ,muɟahid̪
পরার্থপরার্থিতা,pɔrart̪ʰopɔrart̪ʰit̪a
জলকেলি,ɟɔlkeli
মাসশাশুড়ি,maʃʃaʃuɽi
ইস্তক,ist̪ok
ষেটে,ʃete
নবধা,nɔbod̪ʰa
অনালম্ব,ɔnalɔmbo
ইন্দ্রকীল,ind̪rokil
অশ্বিনীসূত,ɔʃʃiniʃut̪o
দশপঁচিশ,d̪ɔʃpociʃ
তদ্ভিন্ন,t̪od̪bʰinno
শতরঞ্জি,ʃɔt̪oronɟi
নিখিল,nikʰil
ধুচনি,d̪ʰuconi
অরিষ্ট,ɔriʃto
যাজ্ঞিক,ɟaggik
ডাঁড়ী,daɽi
আসাব,aʃab
বদ্বুদ,bod̪bud̪
পরিবর্ধক,poribɔrd̪ʰok
বক্ত,bokt̪o
নারাঙ্গি,naraŋgi
অশাস্ত্র,ɔʃast̪ro
পরিবর্তনশীল,poribɔrt̪onʃil
ধাতুপ,d̪ʰat̪up
মাগা,maga
অঙ্গারিত,ɔŋgarit̪o
প্রগল্‌ভতা,progɔlbʰɔt̪a
মাতৃমহী,mat̪rimohi
কশব,kɔʃbo
সুদূরবর্তী,ʃud̪urbort̪i
জালবাজ,ɟalbaɟ
ঝোরা,ɟʰora
বিষয়বুদ্ধি,biʃɔʲbud̪d̪ʰi
পরিগণনা,porigɔnona
জঙ্গলবুড়ি,ɟɔŋgolbudori
নাচওয়ালী,nacoʷali
দগড়,d̪ɔgɽoɽ
গুণাগারী,gunagari
পক্ষধর,pokkʰod̪ʰɔr
চর্চাচর্চ্চা,cɔrcacɔrcca
আবালবৃদ্ধবনিতা,abalbrid̪d̪ʰobonit̪a
অশেষতত্ত্বজ্ঞ,ɔʃeʃt̪ɔt̪t̪oggo
চুলকান,culkan
তাপিত,t̪apit̪o
জাবিতা,ɟabit̪a
জগদ্বরেণ্য,ɟɔgod̪borenno
উম্মী,ummi
রঘুশ্রেষ্ঠ,rogʰusreʃtʰo
ফুটিল,pʰutil
মর্দিত,mord̪it̪o
নমশূদ্র,nɔmʃud̪ro
নাক্ষত্রিক,nakkʰot̪rik
গিরীশ,giriʃ
কুপরামর্শ,kupramɔrʃo
ভুলুনে,bʰulune
লৌকিক,lou̯kik
নয়লি,nɔʲli
গাপটি,gapti
মেঘমল্লার,megʰmɔllar
ডাকফেরত,dakpʰerɔt̪
দৈবঘটনা,d̪oi̯bogʰɔtona
বহ্নিসখ,bɔnniʃɔkʰ
তবে,t̪ɔbe
ধীত,d̪ʰit̪o
তায়ালা,t̪aʲala
জাঠর,ɟatʰor
এড়ো,eɽo
উপ-মহাধ্যক্ষ,upo-mɔhad̪d̪ʰokkʰo
খুন্তি,kʰunt̪i
অবেক্ষণীয়,ɔbekkʰoniʲo
ঈশ্বরভক্ত,iʃʃɔrbʰɔkt̪o
নিষ্কাশ,niʃkaʃ
অদৃৃষ্টবাদ,ɔd̪riʃtobad̪
সেকেন্দারি,sekend̪ari
ন্যায্য,næɟɟo
খোলামকুচি,kʰolamkuci
উত্তরক্রিয়া,ut̪t̪ɔrokriʲa
পীড়াদায়ক,piɽad̪aʲok
বিধুলি,bid̪ʰuli
বাদামী,bad̪ami
ঘটনাবহু,gʰɔtonabohu
অয়নবৃত্ত,ɔɟoronbrit̪t̪o
রক্তনিশান,rɔkt̪oniʃan
উত্তর-প্রত্যুত্তর,ut̪t̪ɔr-prot̪t̪ut̪t̪or
পাখি,pakʰi
ফিল্ম,pʰilm
তিসিএ,t̪isie̯
ধূল্যবলুণ্ঠিত,d̪ʰulloboluntʰit̪o
জীবিতনাথ,ɟibit̪onat̪ʰ
আকাশপট,akaʃpɔt
মুটে,mute
শৈব,ʃoi̯bo
ধাউড়িয়া,d̪ʰau̯ɽiʲa
সৎক্রিয়া,ʃɔt̪kriʲa
সুনয়না,ʃunɟɔrona
অ্যাসিড,æsid
লু,lu
উৎপাটিত,ut̪patit̪o
বিবসন,bibɔʃon
নস্ট্যালজা,nɔstælɟa
চতুঃপঞ্চাশৎ,cot̪upɔncaʃɔt̪
সেতাবি,ʃet̪abi
ঝংকৃতি,ɟʰɔŋkrit̪i
বীক্ষিত,bikkʰit̪o
গোত্রজ,got̪roɟ
জগদ্বিধান,ɟɔgod̪bid̪ʰan
মার্গাখ্যায়ী,margakʰkʰaʲi
আক্রমণীয়,akromoniɟɔro
অরুণিত,orunit̪o
জগৎপতি,ɟɔgot̪pot̪i
মোতা,mot̪a
ডক,dɔk
ভীমকর্ম,bʰimkɔrmo
লৌকিকতা,lou̯kikɔt̪a
থুত্থুড়ি,t̪ʰut̪t̪ʰuɽi
একচাপে,ækcape
পায়াভারী,paʲabʰari
স্পন্দনমান,spɔnd̪onman
জোরু,ɟoru
উচ্চিংড়ে,ucciŋɽe
জীবনী,ɟiboni
কুঁজা,kuɟa
বড়চাল,bɔɽocal
সঞ্চলন,ʃɔncolon
ফল-ফলারি,pʰɔl-pʰɔlari
যায়,ɟaɟor
ক্ষেত্রজ,kʰet̪roɟ
আড়ি,aɽi
বিন্তি,bint̪i
ভ্রূণায়মানতা,bʰrunaʲmanot̪a
অতিথিপরিচর্যা,ot̪it̪ʰiporicɔrɟa
বঁমচুলি,bomculi
ধনবৃদ্ধি,d̪ʰɔnbrid̪d̪ʰi
ডলন,dɔlon
গুরুরপাট,gururpat
ঝকঝকানি,ɟʰɔkɟʰɔkani
থলথল,t̪ʰɔlt̪ʰɔl
প্রহরিন,prohorin
অল্পাশয়,ɔlpaʃɟɔro
লাথ,lat̪ʰ
বদস্তুর,bɔd̪ost̪ur
রবিসূত,robiʃut̪
অভ্যুদিত,ɔbbʰud̪it̪o
পার্শ্বনাথ,parʃonat̪ʰ
কেমন,kemon
চোখোমি,cokʰomi
কাকই,kaki
গর্হিত,gorhit̪o
মুছল্লম,mucʰɔllom
ঠিকেদারি,tʰiked̪ari
চড়,cɔɽ
তৃণকুটি,t̪rinkuti
খগেশ্বর,kʰɔgeʃʃɔr
কিড়মিড়,kiɽmiɽ
আশ্রয়ণীয়,asrɔʲoniʲo
ডহরা,dɔhora
সর্বশ্রেষ্ঠা,ʃɔrbosreʃtʰa
লাঞ্চপ্যাকেট,lancopæket
আগলীকাটা,agolikata
যুগি,ɟugi
পচ্য,pocco
ডহর,dɔhor
সুকৃৎ,ʃukrit̪
ঝিল্লি,ɟʰilli
তোতা,t̪ot̪a
পিনহ,pinho
কৌল,kerlo
থোবড়া,t̪ʰobɽa
সারতরু,ʃart̪oru
উৎসাহিত,ut̪ʃahit̪o
চখা-চখি,cɔkʰa-cokʰi
স্পর্ধিত,spɔrd̪ʰit̪o
দ্বারস্থ,d̪arost̪ʰo
দেবন,d̪ebon
তয়ফাওয়ালি,t̪ɔʲpʰao̯ʷali
শারীরবৃত্তি,ʃarirbrit̪t̪i
অকূলে,ɔkule
নির্বাচক,nirbacɔk
বাসুদেব,baʃud̪eb
আড়বাঁশি,adobaʃi
অস্থিসমর্পণ,ɔst̪ʰiʃɔmɔrpon
নোড়,noɽ
পূর্ববর্তী,purbobort̪i
ব্যাবৃত্ত,bæbrit̪t̪o
মহীসূত,mohiʃut̪
বেদনীয়,bed̪oniʲo
পেচকী,pecki
ছেমড়ি,cʰemdoi̯di
বিবাদ,bibad̪
কর্কট,kɔrkot
নাসিক্য,nasikko
মূর্ছিত,murcʰit̪o
আয়ত,aɟort̪ot̪
কাতল,kat̪ol
অসত্তা,ɔʃɔt̪t̪a
আঁচড়,acdori
আফসোস,apʰsos
কাগজী,kagoɟi
মুক্তকেশা,mukt̪okeʃa
রাসমণ্ডল,raʃmɔndol
ফটো,pʰɔto
ডজন,dɔɟon
পক্ষিরাজ,pokkʰiraɟ
অনুবাত,onubat̪
তলাগুছি,t̪ɔlagucʰi
প্রধূমিত,prod̪ʰumit̪o
কদন্ন,kɔd̪onno
দুরাচার,d̪uracar
অতর্কিত,ɔt̪ɔrkit̪o
টা,ta
বহ্বারম্ভ,bɔhobarɔmbʰo
দূর্বাদলশ্যাম,d̪urbad̪ɔlʃam
অবদ্য,ɔbod̪d̪o
তেজ,t̪eɟ
ষশাস্ত্র,ʃɔʃast̪ro
অঙ্গুলসঙ্কেত,ɔŋgulʃɔŋket̪
দুর্দৈব,d̪urd̪oi̯b
যুদ্ধবিশারদ,ɟud̪d̪ʰobiʃard̪
সতিনকাঁটা,ʃot̪inkata
ফণ,pʰɔn
জেয়াদা,ɟeɟad̪a
সন্ধানী,ʃɔnd̪ʰani
ভুষো,bʰuʃo
কৃতী,krit̪i
অঙ্ককষা,ɔŋkokɔʃa
ছেদন,cʰed̪on
ঊঢ়া,uɽʰa
ভৃত,bʰrit̪o
প্রত্যাগত,prot̪t̪agɔt̪o
লোমহর্ষ,lomhɔrʃo
হাঁড়ীকুঁড়ি,haɽikuɽi
ঊর্মিল,urmil
ঢ্যাঙ্গা,dʰæŋga
ব্যূহিত,buhit̪o
ইচ্ছানুগামী,iccʰanugami
অক্ষাংশ,ɔkkʰaŋʃo
আয়েস,aɟeres
ঝরোকা,ɟʰɔroka
দেয়ালগিরি,d̪eʲalgiri
লবিং,lɔbiŋ
বেধবেধ্য,bed̪ʰbed̪d̪ʰo
লেডিকেনি,ledikeni
দ্বিগু,d̪igu
গনৎকার,gɔnot̪kar
খোরশোলা,kʰorʃola
দেখতে,d̪ekʰt̪e
চুপিচাপি,cupicapi
স্ফুরা,spʰura
ক্ষিরশেপাতি,kʰirʃepat̪i
তুচ্ছতাচ্ছিল্য,t̪uccʰot̪accʰillo
তোসদান,t̪oʃd̪an
বিটিপী,bitipi
নাশা,naʃa
খালি,kʰali
খজা,kʰɔɟa
ত্রিনয়ন,t̪rinɔʲon
দায়িত্বজ্ঞান,d̪aʲit̪t̪ogæn
গুজারা,guɟara
চই-চই,coi̯-coi̯coi̯coi̯-coi̯-ci̯-ci̯-coi̯ci̯-ci̯-ci̯-ci̯-ci̯-coi̯
উতরাই,ut̪rai̯
অবিনয়,ɔbinɔʲ
ঐকার্থ,oikart̪ʰo
ছাট,cʰat
শ্বেতপত্র,ʃet̪pɔt̪ro
ওহাড়,ohaɽ
চোঁচালো,cocalo
দখিন-হস্ত,d̪okʰin-hɔst̪o
জলমুক,ɟɔlmuk
ঠাকরুন,tʰakrun
গুণনীয়ক,gunoniʲok
যাজিকা,ɟaɟika
প্রান্তীয়,prant̪iʲo
ফুটকি,pʰutki
আসেচন,aʃecon
মাঠ,matʰ
উবরনো,uborono
অনশনক্লিষ্ট,ɔnɔʃonkliʃto
ফেউ,pʰeu̯
ভালোমানছত,bʰalomancʰɔt̪o
সেহেরা,ʃehera
তবিয়তে,t̪obiɟorit̪e
আয়েমাদারি,aɟemad̪ari
ভূত,bʰut̪
রুক্ষভাষী,rukkʰobʰaʃi
ট্রাজিক,traɟik
লসসি,lɔʃʃi
যারতার,ɟart̪ar
কুতুব,kut̪ub
নীঝর,niɟʰɔr
সৌভাগ্যবতী,ʃou̯bʰaggobot̪i
জিঙ্গোপনা,ɟiŋgopona
কাব্য,kabbo
ময়াল,mɔʲal
কথন,kɔt̪ʰon
চাহারম,caharɔm
মাই,mai̯
বাস্তব্য,bast̪obbo
জড়ত্ব,ɟɔdort̪t̪o
উচ্ছৃঙ্খলতা,uccʰriŋkʰolɔt̪a
বিরোধিতা,birod̪ʰit̪a
স্পষ্টবাদী,spɔʃtobad̪i
ফরকএ,pʰɔrke
মেীনী,meini
অবিচার,ɔbicar
বুকড়ি,bukɽi
ইচ্ছানুগা,iccʰanuga
পুরুষাদ্য,puruʃad̪d̪o
খেঁট,kʰet
রত্নপ্রভা,rɔt̪noprobʰa
ব্যত্যস্ত,bæt̪t̪ost̪o
মহোপকারী,mɔhopokari
মরার,mɔrar
ভোমা,bʰoma
সত্যবান,ʃot̪t̪oban
রাজমার্গ,raɟmargo
আবির্ভূত,abirbʰut̪o
প্রধানতঃ,prod̪ʰanɔt̪o
লপ্সিকা,lɔpsika
রম্ভা,rɔmbʰa
খুশকি,kʰuʃki
পদপ্রান্ত,pɔd̪oprant̪o
স্পর্শকারী,spɔrʃokari
অনপেক্ষতা,ɔnɔpekkʰot̪a
আহূত,ahut̪o
খলশে,kʰɔlʃe
মধুচন্দ্র,mod̪ʰucɔnd̪ro
হাতসাফাই,hat̪ʃapʰai̯
জনবিরল,ɟɔnobirɔl
জগদ্ধিতায়,ɟɔgod̪d̪ʰit̪aɟog
খলীন,kʰolin
মূলীভূত,mulibʰut̪o
কমনীয়তা,kɔmoniʲot̪a
তদবিরকারক,t̪od̪birkarok
বাইশ,bai̯ʃ
কাদম্বরী,kad̪ombori
আনক,anok
টার্ম,tarm
যমজাঙ্গাল,ɟɔmɟaŋgal
মধুগোলক,mod̪ʰugolok
সদুপায়,ʃod̪upaɟor
বিশ্বস্ততা,biʃʃɔst̪ot̪a
অবনী,ɔboni
কুবের,kuber
কৃপণা,kripɔna
তেকোনা,t̪ekona
টোকান,tokan
অনুুজ্জ্বল,onuɟɟɔl
ন্যায়কর্তা,næʲkɔrt̪a
মিশালি,miʃali
জামাই-আদর,ɟamai̯-ad̪or
চৌকাঠ,cou̯katʰ
দাঙ্গাবাজ,d̪aŋgabaɟ
বন্ধুলী,bond̪ʰuli
দুরপনেয়,d̪urponeʲo
চিমড়া,cimdora
আঁত্কানো,at̪kano
কানন-কুন্তলা,kanon-kunt̪ɔla
কৃতকর্ম,krit̪okɔrmo
বদর,bɔd̪or
ইজাদ,iɟad̪
বেবহা,beboha
পীনিস,piniʃ
কৌষেয়,kerʃeʲo
নক্ষত্রমালা,nɔkkʰot̪romala
কৃষ্ণাষ্টমী,kriʃnaʃtomi
নগিনা,nogina
ফিকে,pʰike
দিগ্বিজয়,d̪igbiɟɔʲ
কালেক্টার,kalektar
আদরিণী,ad̪orini
উপযাচক,upoɟacɔk
আইবড়ো,ai̯bdori
টপকা,tɔpka
সংরক্ষিত,ʃɔŋrokkʰit̪o
অপগ্রহ,ɔpogroho
লো,lo
সেঁটকানো,ʃetkano
লালিমা,lalima
চেষ্টাশূন্য,ceʃtaʃunno
নিগাহবানি,nigahbani
লৌল-মর্ম,lou̯l-mɔrmo
তুঁদুলে,t̪ud̪ule
রঙ্গকার,rɔŋgokar
সাগর,ʃagor
ত্রিদশালয়,t̪rid̪ɔʃalɔʲ
সটকানো,ʃɔtkano
জান্নাতবাসী,ɟannat̪baʃi
থাবড়ানো,t̪ʰabɽano
পাটালি,patali
আনূপ,anup
রামকহ,ramkɔho
বক্সি,boksi
তক্ষশীলা,t̪okkʰoʃila
মর্মঘাতী,mɔrmogʰat̪i
লোকবাহ্য,lokbahɟo
গৌরীদান,gou̯rid̪an
বয়েল,bɔʲel
ভেজা,bʰeɟa
সুবর্ণখচিত,ʃubɔrnokʰocit̪o
খল্লীট,kʰollit
মর্দ,mɔrd̪o
উদ্যোক্তা,ud̪d̪okt̪a
ণেহ,neho
অঘটনঘটনপটীয়সী,ɔgʰɔtongʰɔtonptiʲoʃi
খাবিন্দ,kʰabind̪o
স্তেয়,st̪eɟor
ভাঙচি,bʰaŋci
স্বেচ্ছানুবর্তিনী,ʃeccʰanubɔrt̪ini
খিলিজী,kʰiliɟi
জিঙ্গো,ɟiŋgo
সঞ্জাত,ʃɔnɟat̪
নিশাগম,niʃagɔm
রেখি,rekʰi
জরিপ,ɟorip
উলপ,ulp
পুরস্কৃত,puroʃkrit̪o
মূূলাধার,mulad̪ʰar
পর্যাবৃত্তি,porɟabrit̪t̪i
বগি,bogi
ঝুড়ি,ɟʰuɽi
সনাথ,ʃɔnat̪ʰ
জয়ন্তী,ɟɔɟorint̪i
প্রতীক্ষ্যমাণা,prot̪ikkʰomana
ফুলশার্ট,pʰulʃart
গূঢ়পুরুষ,guɽʰopuruʃ
ভঙ্গপ্রবণ,bʰɔŋgoprobon
ঔজসিক,ou̯ɟoʃik
মণ্ডিত,mondit̪o
পদ্মপুরাণ,pɔd̪d̪opuran
স্বর্গত,ʃɔrgɔt̪o
সাজুবাসি,ʃaɟubaʃi
পর্ণপুট,pɔrnoput
রজ,rɔɟ
ধনাধিকৃত,d̪ʰɔnad̪ʰikrit̪o
দেশড়ি,d̪eʃɽi
লিকুচ,likuc
জলপানি,ɟɔlpani
একখানা,ækkʰana
দুষ্টামো,d̪uʃtamo
একবিংশতি,ækbiŋʃot̪i
নাগরি,nagori
কর্ক,kɔrko
অতন্দ্রিত,ɔt̪ɔnd̪rit̪o
নিয়ম্য,niʲommo
মহারাষ্ট্রীয়,mɔharaʃtriʲo
আস্পদ,aspɔd̪
ওড়িয়া,oɽiʲa
খরচপাতি,kʰɔrocpat̪i
তত্ত্বতাবাশ,t̪ɔt̪t̪ot̪abaʃ
কর্মপরায়ণ,kɔrmopɔraʲon
ঋতুস্নান,rit̪usnan
দা-কাটা,d̪a-kata
অষ্টদিক্‌পাল,ɔʃtod̪ikkal
সিয়ানি,siʲani
ঝিমানি,ɟʰimani
ক্রান্তদর্শী,krant̪od̪ɔrʃi
সেতারা,ʃet̪ara
অসমদর্শী,ɔʃɔmod̪orʃi
কর্মকার,kɔrmokar
খিচুরি,kʰicuri
মহাকাল,mɔhakal
দুতর,d̪ut̪ɔr
ঔদরিকতা,ou̯d̪orikɔt̪a
মনোরঞ্জক,monorɔnɟok
অচিহ্নিত,ɔcinhit̪o
বিদ্যাহীন,bid̪d̪ahin
নেতানো,net̪ano
বিজিত,biɟit̪o
বহ্বারম্ভে,bɔhobarɔmbʰe
পরিপোষণ,poripoʃon
সাঙ্গি,ʃaŋgi
একচেটিয়া,ækcetiʲa
হাঁড়িপানা,hadipana
সোঁসর,ʃoʃɔr
কমবেশি,kɔmbeʃi
গাথিকা,gat̪ʰika
খাতাক,kʰat̪ak
টহলান,tɔholan
অচল,ɔcɔl
ধনুর্ভঙ্গপণ,d̪ʰonurbʰɔŋgopɔn
কর্তব্যনিষ্ঠা,kɔrt̪obboniʃtʰa
সম্পর্ক,ʃɔmporko
সশস্ত্র,ʃɔʃost̪ro
বিষুবরেখা,biʃubɔrekʰa
সিপাই,sipai̯
বিহরা,bihora
ওকারাদি,okarad̪i
রিযক,riɟɔk
আশ্লিষ্ট,asliʃto
বীচ,bic
ভুবর্লোক,bʰubɔrlok
ধোঁওয়া,d̪ʰoʷa
ন্যায়পরায়ণ,næʲpɔraʲon
দাগাবাজ,d̪agabaɟ
দর্পিণী,d̪ɔrpini
করঞ্জ,kɔronɟɔ
মৌনব্রত,mou̯nobrot̪o
সুযোগ্য,ʃuɟoggo
উপোযোগিতা,upoɟogit̪a
ধূ্পিত,d̪ʰupit̪o
অর্থন্যাস,ɔrt̪ʰonnaʃ
অস্বাভাবিক,ɔʃʃabʰabik
নিমরাজী,nimraɟi
উদ্দীপন,ud̪d̪ipɔn
পাল্লা,palla
ষট্‌চত্বারিংশ,ʃɔtcɔt̪t̪ariŋʃo
পাঠাভ্যাস,patʰabbʰæʃ
নাজির,naɟir
পূর,pur
সংবর্ত,ʃɔŋbɔrt̪o
কর্মকারী,kɔrmokari
নবডঙ্ক,nɔbodɔŋko
পিজবোর্ড,piɟbord
তদনুসারী,t̪ɔd̪onuʃari
সুনিভৃত,ʃunibʰrit̪o
বর্ণিক,bɔrnik
মণিকোঠা,monikotʰa
নিংড়ানো,niŋɽano
কাঁদুনে,kad̪une
অনীত,ɔnit̪o
পেশকারি,peʃkari
আঁটুলি,atuli
অক্রিয়কর্মা,ɔkriʲokɔrma
মজুন্দার,moɟund̪ar
অমানুষী,ɔmanuʃi
বর্জ্য,bɔrɟo
দুপুর,d̪upur
দেওর-পো,d̪eo̯r-po
ঠেকানো,tʰekano
ভোঁদড়া,bʰod̪ɽa
সাচ্চাই,ʃaccai̯
সুবেদার,ʃubed̪ar
হতভাগিনী,hɔt̪obʰagini
সঙরা,ʃɔŋra
শ্মশানপুরী,ʃɔʃanpuri
ক্ষুধাশান্তি,kʰud̪ʰaʃant̪i
ঢসন,dʰɔʃon
ঝাল-চচ্চড়ি,ɟʰal-cɔccoɽi
দৈবত,d̪oi̯bot̪
তোহারে,t̪ohare
সামলা,ʃamla
ওঠে,otʰe
কার্নিশ,karniʃ
কারাধ্যক্ষ,karad̪d̪ʰokkʰo
ফুটন,pʰutɔn
আহাম্মক,ahammɔk
এসপার,espar
গোলাঘর,golagʰɔr
দিব্যজ্ঞান,d̪ibboggæn
নিসিন্দে,niʃind̪e
বিশোধনীয়,biʃod̪ʰoniʲo
ব্যবহারদেশক,bæbohard̪eʃok
ডোবা,doba
পরাগত,pɔragɔt̪o
ভঞ্জক,bʰɔnɟok
সময়নিষ্ঠা,ʃɔmɔʲniʃtʰa
জগদ্ধাত্রী,ɟɔgod̪d̪ʰat̪ri
কাঁদনে,kad̪one
সতন্তর,ʃɔt̪ɔnt̪ɔr
বেথুয়া,bet̪ʰuʷa
পিটানো,pitano
অসম্ভাবিত,ɔʃɔmbʰabit̪o
ওলট,olt
কর্তব্যনিষ্ঠ,kɔrt̪obboniʃtʰo
মেহন,mehon
ঔপনয়নিক,ou̯ponɔʲnik
দন্তপুষ্প,d̪ɔnt̪opuʃpo
উজোর,uɟor
ডিঙানো,diŋano
জনমেজয়,ɟɔnomeɟɟɔɟo
আটানব্বই,atanbboi̯
বলীবর্দ,bolibɔrd̪o
তোকমা,t̪okma
তণ্ডুলাম্বু,t̪ɔndulambu
গুলতানি,gult̪ani
স্বগত,ʃɔgɔt̪o
আজ্ঞাপত্র,aggapɔt̪ro
বিধানসভা,bid̪ʰanʃɔbʰa
ফাল্লা,pʰalla
দুঃখদ,d̪ukkʰɔd̪
পদত্যাগ,pɔd̪ot̪t̪æg
ঝাঁকানি,ɟʰakani
তসবি,t̪ɔsbi
পরিবেষ্টনী,poribeʃtoni
অপহারী,ɔpohari
আরক্ষ,arokkʰo
তঞ্চন,t̪ɔncon
সৌহৃদ্য,ʃou̯hrid̪d̪o
সহরতলি,ʃɔhort̪oli
একদৃষ্টে,ækd̪riʃte
বিক্রেতা,bikret̪a
নির্যাতিত,nirɟat̪it̪o
ত্রিতত্ববাদ,t̪rit̪ɔt̪t̪obad̪
মাছরাঙার,macʰraŋar
স্নাত,snat̪
প্রেষণীয়,preʃoniʲo
গুরম,gurɔm
অগণন,ɔgɔnon
রসবোধ,rɔʃbod̪ʰ
বিলেপন,bilepon
অর্ধেক,ɔrd̪ʰek
নাককাটা,nakkata
সহস্রাধিক,ʃɔhosrad̪ʰik
সম্প্রদাত্রী,ʃɔmprod̪at̪ri
কানাচে,kanace
বদ্ধকালা,bɔd̪d̪ʰokala
অশত্রুতা,ɔʃot̪rut̪a
কঞ্চু,kɔncu
ক্ষুয়া,kʰuʷa
নন্দবংশ,nɔnd̪obɔŋʃo
জুহূ,ɟuhu
পুত্তল,put̪t̪ɔl
শমিন,ʃomin
পঙ্কা,pɔŋka
অবাধবাণিজ্য,ɔbad̪ʰbaniɟɟo
উদ্‌যাপন,ud̪ɟapon
যাঁরা,ɟara
নির্বাচন,nirbacon
ছিদ্র,cʰid̪ro
সাতুই,ʃat̪ui̯
সঙ,ʃɔŋ
সুনাস,ʃunaʃ
কুঁড়েমি,kuɽemi
লেনাদেনা,lenad̪ena
বোর,bor
রাতী,rat̪i
জমিজমা,ɟomiɟma
খেরেস্তান,kʰerest̪an
গঠিত,gotʰit̪o
ঝনাৎ,ɟʰɔnat̪
ভ্যান,bʰæn
কালীন,kalin
রক্ষী,rokkʰi
আস্তাকুড়,ast̪akuɽ
একত্ব,ækot̪t̪o
কলমদান,kɔlomd̪an
সিপারা,sipara
প্রয়োজক,proʲoɟok
চন্দ্র,cɔnd̪ro
ডিম্ভ,dimbʰo
অনন্যমতি,ɔnonnomot̪i
উন্মুখর,unmukʰɔr
ভেকট,bʰekt
পাকড়ানো,pakɽano
ঢীট,dʰit
ফর্সা,pʰɔrsa
সুশৃঙ্খল,ʃuʃriŋkʰɔl
সর্বসম্মত,ʃɔrboʃɔmmɔt̪o
আবাসিক,abaʃik
ফাস্টো,pʰasto
প্রায়োপবিষ্ট,praʲopbiʃto
জানকী,ɟanki
দুষ্পাচ্য,d̪uʃpacco
ম্যুনিসিপ্যাল,munisipæl
মরদের,mɔrod̪er
"জলে,",ɟɔler
চারশো,carʃo
অন্নগত,ɔnnogɔt̪o
অকুতোভয়া,ɔkut̪obʰɔʲa
মহাদেব,mɔhad̪eb
মহাসাধক,mɔhaʃad̪ʰok
টাংকর,taŋkɔr
উপার্থন,upart̪ʰon
বারিঘরট্ট,barigʰɔrtto
সমর্থতা,ʃɔmort̪ʰot̪a
প্রতিদ্বন্দ্ব,prot̪id̪d̪ond̪o
শুক্রাচার্য,ʃukracarɟo
স্বপ্নঘোর,ʃɔpnogʰor
ফাঁসুড়িয়া,pʰaʃuɽiʲa
নর্তনপ্রিয়,nɔrt̪onpriʲo
কাওয়ালি,kao̯ʷali
স্তম্ব,st̪ɔmbo
এথাসি,et̪ʰaʃi
বিরাশি,biraʃi
বিচিত্রতা,bicit̪rot̪a
নীরধি,nirod̪ʰi
মুহুরিগিরি,muhurigiri
উক্‌,uk
লপটানো,lɔptano
লাহানতি,lahanot̪i
তোঁঞে,t̪one
নেকবখ্‌ত,nekbɔkʰt̪o
ঠুং,tʰuŋ
অকম্পনীয়,ɔkɔmponiʲo
গজগজানি,gɔɟgoɟani
শরদ,ʃɔrod̪
ওলানো,olano
কপোত,kɔpot̪
লেডী,ledi
গায়র,gaʲor
বেওয়ারিশ,beo̯ʷariʃ
নলখড়ি,nɔlkʰoɽi
লালায়িতা,lalaʲit̪a
কুঠার,kutʰar
রেপ,rep
বেশুমার,beʃumar
সিধী,ʃid̪ʰi
হরিরলুট,horirlut
প্রমুখ,promukʰ
নর্মদা,nɔrmod̪a
স্বভাবসুলভ,ʃɔbʰabʃulɔbʰ
তরঙ্গাকুল,t̪ɔroŋgakul
অর্বুদ,ɔrbud̪
অপ্রতর,ɔprot̪or
ছুঁত,cʰut̪
গোলুই,golui̯
জুলী,ɟuli
নরান্তক,nɔrant̪ok
যৌতূক,ɟou̯t̪uk
নিরূপণ,nirupɔn
ব্যাড়,bæɽ
জাম্ববর্তী,ɟambobort̪i
জিংগোপনা,ɟiŋgopona
দূরশ্রবণ,d̪ursrobon
পাছপেড়ে,pacʰpeɽe
দুহান,d̪uhan
অনিমিষনেত্রে,ɔnimiʃonet̪re
যোগ,ɟog
ঢিটেমি,dʰitemi
কুদৃষ্টি,kud̪riʃti
তুণ্ডি,t̪undi
বিপিন,bipin
লেফটেন্যান্ট,lepʰtenænt
বেলেল্লা,belella
নালতে,nalt̪e
